timestamp,student_id,student_nombre,accion,semana,duracion_min
2025-09-13 08:00:00,CI-100317,Ana Torres Medina,view_feedback,Semana_2,4
2025-09-15 15:00:00,CI-100317,Ana Torres Medina,submit_quiz,Semana_2,6
2025-09-13 15:00:00,CI-100317,Ana Torres Medina,submit_assignment,Semana_2,29
2025-09-20 13:00:00,CI-100317,Ana Torres Medina,view_feedback,Semana_3,6
2025-09-18 16:00:00,CI-100317,Ana Torres Medina,view_feedback,Semana_3,18
2025-09-25 13:00:00,CI-100317,Ana Torres Medina,logout,Semana_4,40
2025-09-28 20:00:00,CI-100317,Ana Torres Medina,login,Semana_4,41
2025-09-29 13:00:00,CI-100317,Ana Torres Medina,view_forum,Semana_4,31
2025-09-03 14:00:00,CI-100317,Ana Torres Medina,download_material,Semana_1,34
2025-09-05 08:00:00,CI-100317,Ana Torres Medina,logout,Semana_1,31
2025-09-08 20:00:00,CI-100317,Ana Torres Medina,post_forum,Semana_1,37
2025-09-19 19:00:00,CI-100317,Ana Torres Medina,download_material,Semana_3,13
2025-09-23 08:00:00,CI-100317,Ana Torres Medina,post_forum,Semana_4,22
2025-09-21 16:00:00,CI-100317,Ana Torres Medina,submit_assignment,Semana_3,32
2025-09-12 10:00:00,CI-100317,Ana Torres Medina,submit_quiz,Semana_2,21
2025-09-13 10:00:00,CI-100317,Ana Torres Medina,logout,Semana_2,16
2025-09-24 16:00:00,CI-100317,Ana Torres Medina,view_feedback,Semana_4,44
2025-09-18 16:00:00,CI-100317,Ana Torres Medina,submit_quiz,Semana_3,16
2025-09-21 15:00:00,CI-100317,Ana Torres Medina,download_material,Semana_3,26
2025-09-25 09:00:00,CI-100317,Ana Torres Medina,login,Semana_4,34
2025-09-23 16:00:00,CI-100317,Ana Torres Medina,submit_assignment,Semana_4,13
2025-09-06 18:00:00,CI-100317,Ana Torres Medina,submit_quiz,Semana_1,3
2025-09-21 16:00:00,CI-100317,Ana Torres Medina,view_forum,Semana_3,28
2025-09-06 20:00:00,CI-100317,Ana Torres Medina,view_forum,Semana_1,15
2025-09-28 08:00:00,CI-100317,Ana Torres Medina,logout,Semana_4,26
2025-09-24 08:00:00,CI-100634,Carlos Ruiz Palacios,download_material,Semana_4,18
2025-09-06 14:00:00,CI-100634,Carlos Ruiz Palacios,submit_assignment,Semana_1,26
2025-09-23 10:00:00,CI-100634,Carlos Ruiz Palacios,view_feedback,Semana_4,23
2025-09-25 08:00:00,CI-100634,Carlos Ruiz Palacios,view_forum,Semana_4,29
2025-09-27 08:00:00,CI-100634,Carlos Ruiz Palacios,view_forum,Semana_4,5
2025-09-07 15:00:00,CI-100634,Carlos Ruiz Palacios,download_material,Semana_1,30
2025-09-05 12:00:00,CI-100634,Carlos Ruiz Palacios,submit_quiz,Semana_1,38
2025-09-25 11:00:00,CI-100634,Carlos Ruiz Palacios,login,Semana_4,28
2025-09-27 14:00:00,CI-100634,Carlos Ruiz Palacios,view_feedback,Semana_4,39
2025-09-13 15:00:00,CI-100634,Carlos Ruiz Palacios,view_forum,Semana_2,43
2025-09-23 15:00:00,CI-100634,Carlos Ruiz Palacios,view_forum,Semana_4,22
2025-09-07 10:00:00,CI-100634,Carlos Ruiz Palacios,view_forum,Semana_1,8
2025-09-17 14:00:00,CI-100634,Carlos Ruiz Palacios,login,Semana_3,16
2025-09-29 17:00:00,CI-100634,Carlos Ruiz Palacios,view_feedback,Semana_4,33
2025-09-11 14:00:00,CI-100634,Carlos Ruiz Palacios,download_material,Semana_2,27
2025-09-21 19:00:00,CI-100634,Carlos Ruiz Palacios,submit_assignment,Semana_3,37
2025-09-29 14:00:00,CI-100634,Carlos Ruiz Palacios,submit_quiz,Semana_4,35
2025-09-07 11:00:00,CI-100634,Carlos Ruiz Palacios,logout,Semana_1,14
2025-09-18 08:00:00,CI-100634,Carlos Ruiz Palacios,login,Semana_3,45
2025-09-14 12:00:00,CI-100634,Carlos Ruiz Palacios,post_forum,Semana_2,35
2025-09-29 09:00:00,CI-100634,Carlos Ruiz Palacios,download_material,Semana_4,7
2025-09-14 08:00:00,CI-100634,Carlos Ruiz Palacios,logout,Semana_2,40
2025-09-26 13:00:00,CI-100634,Carlos Ruiz Palacios,view_forum,Semana_4,32
2025-09-10 17:00:00,CI-100634,Carlos Ruiz Palacios,download_material,Semana_2,37
2025-09-29 19:00:00,CI-100634,Carlos Ruiz Palacios,download_material,Semana_4,10
2025-09-03 17:00:00,CI-100951,Sofía Mendez Villareal,logout,Semana_1,17
2025-09-19 16:00:00,CI-100951,Sofía Mendez Villareal,view_feedback,Semana_3,36
2025-09-28 13:00:00,CI-100951,Sofía Mendez Villareal,login,Semana_4,12
2025-09-26 10:00:00,CI-100951,Sofía Mendez Villareal,post_forum,Semana_4,16
2025-09-07 18:00:00,CI-100951,Sofía Mendez Villareal,download_material,Semana_1,3
2025-09-21 20:00:00,CI-100951,Sofía Mendez Villareal,view_feedback,Semana_3,20
2025-09-19 10:00:00,CI-100951,Sofía Mendez Villareal,download_material,Semana_3,6
2025-09-07 11:00:00,CI-100951,Sofía Mendez Villareal,view_feedback,Semana_1,29
2025-09-14 11:00:00,CI-100951,Sofía Mendez Villareal,logout,Semana_2,37
2025-09-03 16:00:00,CI-100951,Sofía Mendez Villareal,view_forum,Semana_1,17
2025-09-04 19:00:00,CI-100951,Sofía Mendez Villareal,post_forum,Semana_1,36
2025-09-05 11:00:00,CI-100951,Sofía Mendez Villareal,submit_quiz,Semana_1,43
2025-09-22 09:00:00,CI-100951,Sofía Mendez Villareal,submit_quiz,Semana_3,36
2025-09-18 10:00:00,CI-100951,Sofía Mendez Villareal,login,Semana_3,32
2025-09-24 11:00:00,CI-100951,Sofía Mendez Villareal,view_feedback,Semana_4,18
2025-09-05 09:00:00,CI-100951,Sofía Mendez Villareal,submit_assignment,Semana_1,30
2025-09-22 20:00:00,CI-100951,Sofía Mendez Villareal,submit_assignment,Semana_3,40
2025-09-03 09:00:00,CI-100951,Sofía Mendez Villareal,login,Semana_1,25
2025-09-10 20:00:00,CI-100951,Sofía Mendez Villareal,submit_quiz,Semana_2,3
2025-09-27 17:00:00,CI-100951,Sofía Mendez Villareal,submit_assignment,Semana_4,33
2025-09-14 13:00:00,CI-100951,Sofía Mendez Villareal,view_feedback,Semana_2,39
2025-09-25 18:00:00,CI-100951,Sofía Mendez Villareal,login,Semana_4,37
2025-09-16 14:00:00,CI-100951,Sofía Mendez Villareal,post_forum,Semana_3,24
2025-09-27 13:00:00,CI-100951,Sofía Mendez Villareal,view_feedback,Semana_4,9
2025-09-15 16:00:00,CI-100951,Sofía Mendez Villareal,submit_assignment,Semana_2,28
2025-09-29 19:00:00,CI-101268,Andrés Castillo Mora,logout,Semana_4,26
2025-09-23 20:00:00,CI-101268,Andrés Castillo Mora,login,Semana_4,27
2025-09-19 18:00:00,CI-101268,Andrés Castillo Mora,view_feedback,Semana_3,22
2025-09-06 15:00:00,CI-101268,Andrés Castillo Mora,submit_assignment,Semana_1,10
2025-09-24 11:00:00,CI-101268,Andrés Castillo Mora,login,Semana_4,27
2025-09-13 09:00:00,CI-101268,Andrés Castillo Mora,submit_quiz,Semana_2,3
2025-09-04 12:00:00,CI-101268,Andrés Castillo Mora,view_feedback,Semana_1,27
2025-09-14 13:00:00,CI-101268,Andrés Castillo Mora,submit_quiz,Semana_2,10
2025-09-18 20:00:00,CI-101268,Andrés Castillo Mora,post_forum,Semana_3,19
2025-09-17 17:00:00,CI-101268,Andrés Castillo Mora,logout,Semana_3,10
2025-09-24 17:00:00,CI-101268,Andrés Castillo Mora,logout,Semana_4,42
2025-09-06 14:00:00,CI-101268,Andrés Castillo Mora,download_material,Semana_1,34
2025-09-24 18:00:00,CI-101268,Andrés Castillo Mora,post_forum,Semana_4,20
2025-09-22 15:00:00,CI-101268,Andrés Castillo Mora,submit_assignment,Semana_3,42
2025-09-16 16:00:00,CI-101268,Andrés Castillo Mora,submit_assignment,Semana_3,34
2025-09-04 18:00:00,CI-101268,Andrés Castillo Mora,post_forum,Semana_1,3
2025-09-23 12:00:00,CI-101268,Andrés Castillo Mora,login,Semana_4,41
2025-09-08 19:00:00,CI-101268,Andrés Castillo Mora,login,Semana_1,6
2025-09-13 09:00:00,CI-101268,Andrés Castillo Mora,login,Semana_2,13
2025-09-21 09:00:00,CI-101268,Andrés Castillo Mora,download_material,Semana_3,42
2025-09-25 15:00:00,CI-101268,Andrés Castillo Mora,submit_assignment,Semana_4,36
2025-09-24 18:00:00,CI-101268,Andrés Castillo Mora,download_material,Semana_4,36
2025-09-14 12:00:00,CI-101268,Andrés Castillo Mora,logout,Semana_2,6
2025-09-08 16:00:00,CI-101268,Andrés Castillo Mora,logout,Semana_1,35
2025-09-05 16:00:00,CI-101268,Andrés Castillo Mora,login,Semana_1,33
2025-09-29 18:00:00,CI-101585,Valentina Lagos Fuentes,post_forum,Semana_4,42
2025-09-22 14:00:00,CI-101585,Valentina Lagos Fuentes,download_material,Semana_3,9
2025-09-04 15:00:00,CI-101585,Valentina Lagos Fuentes,view_feedback,Semana_1,5
2025-09-05 14:00:00,CI-101585,Valentina Lagos Fuentes,view_forum,Semana_1,37
2025-09-21 20:00:00,CI-101585,Valentina Lagos Fuentes,view_forum,Semana_3,20
2025-09-14 12:00:00,CI-101585,Valentina Lagos Fuentes,view_forum,Semana_2,43
2025-09-14 08:00:00,CI-101585,Valentina Lagos Fuentes,logout,Semana_2,42
2025-09-06 11:00:00,CI-101585,Valentina Lagos Fuentes,view_forum,Semana_1,23
2025-09-25 13:00:00,CI-101585,Valentina Lagos Fuentes,submit_quiz,Semana_4,5
2025-09-17 15:00:00,CI-101585,Valentina Lagos Fuentes,login,Semana_3,17
2025-09-17 19:00:00,CI-101585,Valentina Lagos Fuentes,submit_assignment,Semana_3,34
2025-09-08 20:00:00,CI-101585,Valentina Lagos Fuentes,login,Semana_1,43
2025-09-26 18:00:00,CI-101585,Valentina Lagos Fuentes,login,Semana_4,19
2025-09-08 13:00:00,CI-101585,Valentina Lagos Fuentes,view_feedback,Semana_1,33
2025-09-09 15:00:00,CI-101585,Valentina Lagos Fuentes,view_feedback,Semana_2,29
2025-09-09 13:00:00,CI-101585,Valentina Lagos Fuentes,view_feedback,Semana_2,10
2025-09-12 15:00:00,CI-101585,Valentina Lagos Fuentes,submit_quiz,Semana_2,11
2025-09-29 17:00:00,CI-101585,Valentina Lagos Fuentes,download_material,Semana_4,41
2025-09-22 20:00:00,CI-101902,Diego Herrera Campos,submit_quiz,Semana_3,41
2025-09-18 19:00:00,CI-101902,Diego Herrera Campos,login,Semana_3,24
2025-09-10 09:00:00,CI-101902,Diego Herrera Campos,submit_assignment,Semana_2,42
2025-09-27 10:00:00,CI-101902,Diego Herrera Campos,post_forum,Semana_4,25
2025-09-13 09:00:00,CI-101902,Diego Herrera Campos,download_material,Semana_2,8
2025-09-25 18:00:00,CI-101902,Diego Herrera Campos,logout,Semana_4,15
2025-09-16 19:00:00,CI-101902,Diego Herrera Campos,submit_assignment,Semana_3,20
2025-09-14 11:00:00,CI-101902,Diego Herrera Campos,submit_quiz,Semana_2,11
2025-09-25 08:00:00,CI-101902,Diego Herrera Campos,view_feedback,Semana_4,45
2025-09-24 20:00:00,CI-101902,Diego Herrera Campos,view_forum,Semana_4,32
2025-09-27 16:00:00,CI-101902,Diego Herrera Campos,submit_quiz,Semana_4,10
2025-09-29 19:00:00,CI-101902,Diego Herrera Campos,post_forum,Semana_4,5
2025-09-06 15:00:00,CI-101902,Diego Herrera Campos,view_forum,Semana_1,9
2025-09-14 17:00:00,CI-101902,Diego Herrera Campos,post_forum,Semana_2,21
2025-09-20 18:00:00,CI-101902,Diego Herrera Campos,view_feedback,Semana_3,9
2025-09-29 20:00:00,CI-101902,Diego Herrera Campos,view_feedback,Semana_4,39
2025-09-13 12:00:00,CI-101902,Diego Herrera Campos,submit_quiz,Semana_2,20
2025-09-17 08:00:00,CI-101902,Diego Herrera Campos,submit_quiz,Semana_3,16
2025-09-17 16:00:00,CI-102219,Camila Ortiz Sandoval,download_material,Semana_3,16
2025-09-08 08:00:00,CI-102219,Camila Ortiz Sandoval,view_feedback,Semana_1,26
2025-09-14 17:00:00,CI-102219,Camila Ortiz Sandoval,logout,Semana_2,33
2025-09-27 13:00:00,CI-102219,Camila Ortiz Sandoval,view_feedback,Semana_4,18
2025-09-05 08:00:00,CI-102219,Camila Ortiz Sandoval,logout,Semana_1,23
2025-09-13 10:00:00,CI-102219,Camila Ortiz Sandoval,login,Semana_2,32
2025-09-11 18:00:00,CI-102219,Camila Ortiz Sandoval,submit_assignment,Semana_2,29
2025-09-02 10:00:00,CI-102219,Camila Ortiz Sandoval,view_feedback,Semana_1,13
2025-09-16 20:00:00,CI-102219,Camila Ortiz Sandoval,submit_quiz,Semana_3,20
2025-09-04 14:00:00,CI-102219,Camila Ortiz Sandoval,view_forum,Semana_1,36
2025-09-08 15:00:00,CI-102219,Camila Ortiz Sandoval,login,Semana_1,3
2025-09-03 12:00:00,CI-102219,Camila Ortiz Sandoval,view_forum,Semana_1,41
2025-09-02 18:00:00,CI-102219,Camila Ortiz Sandoval,download_material,Semana_1,43
2025-09-10 14:00:00,CI-102219,Camila Ortiz Sandoval,logout,Semana_2,16
2025-09-11 20:00:00,CI-102219,Camila Ortiz Sandoval,login,Semana_2,13
2025-09-22 17:00:00,CI-102219,Camila Ortiz Sandoval,submit_quiz,Semana_3,30
2025-09-05 09:00:00,CI-102219,Camila Ortiz Sandoval,download_material,Semana_1,10
2025-09-11 11:00:00,CI-102219,Camila Ortiz Sandoval,submit_quiz,Semana_2,41
2025-09-20 19:00:00,CI-102536,Luis Espinoza Delgado,logout,Semana_3,31
2025-09-21 18:00:00,CI-102536,Luis Espinoza Delgado,logout,Semana_3,7
2025-09-04 13:00:00,CI-102536,Luis Espinoza Delgado,view_forum,Semana_1,23
2025-09-28 11:00:00,CI-102536,Luis Espinoza Delgado,logout,Semana_4,13
2025-09-27 20:00:00,CI-102536,Luis Espinoza Delgado,submit_quiz,Semana_4,44
2025-09-16 20:00:00,CI-102536,Luis Espinoza Delgado,post_forum,Semana_3,4
2025-09-08 15:00:00,CI-102536,Luis Espinoza Delgado,submit_quiz,Semana_1,16
2025-09-09 15:00:00,CI-102536,Luis Espinoza Delgado,login,Semana_2,18
2025-09-02 10:00:00,CI-102536,Luis Espinoza Delgado,download_material,Semana_1,16
2025-09-03 20:00:00,CI-102536,Luis Espinoza Delgado,download_material,Semana_1,45
2025-09-24 08:00:00,CI-102536,Luis Espinoza Delgado,submit_assignment,Semana_4,44
2025-09-11 11:00:00,CI-102536,Luis Espinoza Delgado,view_forum,Semana_2,35
2025-09-02 18:00:00,CI-102536,Luis Espinoza Delgado,login,Semana_1,15
2025-09-27 09:00:00,CI-102536,Luis Espinoza Delgado,view_feedback,Semana_4,24
2025-09-29 17:00:00,CI-102536,Luis Espinoza Delgado,submit_quiz,Semana_4,10
2025-09-06 16:00:00,CI-102536,Luis Espinoza Delgado,view_forum,Semana_1,18
2025-09-14 09:00:00,CI-102536,Luis Espinoza Delgado,submit_quiz,Semana_2,9
2025-09-17 13:00:00,CI-102536,Luis Espinoza Delgado,view_forum,Semana_3,22
2025-09-12 19:00:00,CI-102853,Daniela Vega Gutierrez,post_forum,Semana_2,8
2025-09-05 18:00:00,CI-102853,Daniela Vega Gutierrez,logout,Semana_1,3
2025-09-06 15:00:00,CI-102853,Daniela Vega Gutierrez,post_forum,Semana_1,21
2025-09-03 09:00:00,CI-103170,Felipe Ramos Quispe,login,Semana_1,19
2025-09-06 17:00:00,CI-103170,Felipe Ramos Quispe,submit_quiz,Semana_1,16
2025-09-04 10:00:00,CI-103170,Felipe Ramos Quispe,submit_quiz,Semana_1,11
2025-09-06 17:00:00,CI-103487,Patricia Suarez Llanos,logout,Semana_1,16
2025-09-10 19:00:00,CI-103804,Sebastián Flores Rojas,submit_quiz,Semana_2,24
2025-09-04 10:00:00,CI-103804,Sebastián Flores Rojas,view_feedback,Semana_1,11
2025-09-06 17:00:00,CI-103804,Sebastián Flores Rojas,logout,Semana_1,27
2025-09-21 16:00:00,CI-103804,Sebastián Flores Rojas,submit_quiz,Semana_3,18
2025-09-18 20:00:00,CI-103804,Sebastián Flores Rojas,post_forum,Semana_3,12
2025-09-21 16:00:00,CI-103804,Sebastián Flores Rojas,view_feedback,Semana_3,21
2025-09-13 12:00:00,CI-103804,Sebastián Flores Rojas,download_material,Semana_2,45
2025-09-16 12:00:00,CI-103804,Sebastián Flores Rojas,submit_assignment,Semana_3,6
2025-09-20 20:00:00,CI-104121,Isabella Vargas Peña,post_forum,Semana_3,32
2025-09-27 19:00:00,CI-104121,Isabella Vargas Peña,post_forum,Semana_4,12
2025-09-10 12:00:00,CI-104121,Isabella Vargas Peña,login,Semana_2,25
2025-09-04 17:00:00,CI-104121,Isabella Vargas Peña,submit_assignment,Semana_1,10
2025-09-22 12:00:00,CI-104121,Isabella Vargas Peña,login,Semana_3,5
2025-09-18 14:00:00,CI-104121,Isabella Vargas Peña,login,Semana_3,39
2025-09-19 15:00:00,CI-104121,Isabella Vargas Peña,submit_assignment,Semana_3,3
2025-09-26 11:00:00,CI-104121,Isabella Vargas Peña,view_forum,Semana_4,10
2025-09-25 16:00:00,CI-104438,Martín Cabrera Soto,download_material,Semana_4,40
2025-09-29 08:00:00,CI-104438,Martín Cabrera Soto,download_material,Semana_4,43
2025-09-27 17:00:00,CI-104438,Martín Cabrera Soto,download_material,Semana_4,20
2025-09-03 13:00:00,CI-104438,Martín Cabrera Soto,login,Semana_1,11
2025-09-05 17:00:00,CI-104438,Martín Cabrera Soto,logout,Semana_1,37
2025-09-06 17:00:00,CI-104438,Martín Cabrera Soto,post_forum,Semana_1,45
2025-09-13 20:00:00,CI-104438,Martín Cabrera Soto,login,Semana_2,31
2025-09-28 12:00:00,CI-104438,Martín Cabrera Soto,submit_quiz,Semana_4,8
2025-09-06 11:00:00,CI-104755,Lucía Ríos Montoya,post_forum,Semana_1,27
2025-09-04 15:00:00,CI-104755,Lucía Ríos Montoya,submit_quiz,Semana_1,25
2025-09-25 13:00:00,CI-104755,Lucía Ríos Montoya,submit_assignment,Semana_4,29
2025-09-29 09:00:00,CI-104755,Lucía Ríos Montoya,submit_quiz,Semana_4,14
2025-09-28 12:00:00,CI-104755,Lucía Ríos Montoya,view_forum,Semana_4,18
2025-09-14 13:00:00,CI-104755,Lucía Ríos Montoya,logout,Semana_2,4
2025-09-17 11:00:00,CI-104755,Lucía Ríos Montoya,post_forum,Semana_3,35
2025-09-22 10:00:00,CI-104755,Lucía Ríos Montoya,submit_assignment,Semana_3,12
2025-09-29 17:00:00,CI-104755,Lucía Ríos Montoya,logout,Semana_4,31
2025-09-04 13:00:00,CI-104755,Lucía Ríos Montoya,view_feedback,Semana_1,34
2025-09-06 08:00:00,CI-104755,Lucía Ríos Montoya,submit_quiz,Semana_1,26
2025-09-06 08:00:00,CI-104755,Lucía Ríos Montoya,view_forum,Semana_1,14
2025-09-29 18:00:00,CI-105072,María José Pedraza,submit_quiz,Semana_4,33
2025-09-21 17:00:00,CI-105072,María José Pedraza,logout,Semana_3,18
2025-09-08 14:00:00,CI-105072,María José Pedraza,download_material,Semana_1,43
2025-09-09 17:00:00,CI-105072,María José Pedraza,post_forum,Semana_2,35
2025-09-17 17:00:00,CI-105072,María José Pedraza,submit_quiz,Semana_3,18
2025-09-07 10:00:00,CI-105072,María José Pedraza,submit_assignment,Semana_1,40
2025-09-29 08:00:00,CI-105072,María José Pedraza,view_feedback,Semana_4,42
2025-09-28 18:00:00,CI-105072,María José Pedraza,submit_assignment,Semana_4,26
2025-09-05 15:00:00,CI-105072,María José Pedraza,download_material,Semana_1,12
2025-09-14 13:00:00,CI-105072,María José Pedraza,download_material,Semana_2,29
2025-09-25 08:00:00,CI-105072,María José Pedraza,login,Semana_4,37
2025-09-11 19:00:00,CI-105072,María José Pedraza,submit_quiz,Semana_2,13
2025-09-21 19:00:00,CI-105389,Tomás Aguilar Ibáñez,post_forum,Semana_3,32
2025-09-24 18:00:00,CI-105389,Tomás Aguilar Ibáñez,view_forum,Semana_4,6
2025-09-13 15:00:00,CI-105389,Tomás Aguilar Ibáñez,logout,Semana_2,33
2025-09-03 19:00:00,CI-105389,Tomás Aguilar Ibáñez,submit_quiz,Semana_1,17
2025-09-22 20:00:00,CI-105389,Tomás Aguilar Ibáñez,post_forum,Semana_3,40
2025-09-23 11:00:00,CI-105389,Tomás Aguilar Ibáñez,submit_assignment,Semana_4,27
2025-09-09 12:00:00,CI-105389,Tomás Aguilar Ibáñez,submit_quiz,Semana_2,13
2025-09-17 20:00:00,CI-105389,Tomás Aguilar Ibáñez,download_material,Semana_3,12
2025-09-27 11:00:00,CI-105389,Tomás Aguilar Ibáñez,submit_assignment,Semana_4,21
2025-09-14 19:00:00,CI-105389,Tomás Aguilar Ibáñez,download_material,Semana_2,27
2025-09-15 14:00:00,CI-105389,Tomás Aguilar Ibáñez,view_feedback,Semana_2,35
2025-09-19 09:00:00,CI-105389,Tomás Aguilar Ibáñez,logout,Semana_3,6
2025-09-17 17:00:00,CI-105389,Tomás Aguilar Ibáñez,submit_quiz,Semana_3,35
2025-09-23 11:00:00,CI-105389,Tomás Aguilar Ibáñez,submit_quiz,Semana_4,9
2025-09-11 09:00:00,CI-105389,Tomás Aguilar Ibáñez,submit_quiz,Semana_2,41
2025-09-12 15:00:00,CI-105706,Renata Fuentes Alvarado,view_feedback,Semana_2,10
2025-09-20 18:00:00,CI-105706,Renata Fuentes Alvarado,view_forum,Semana_3,39
2025-09-05 20:00:00,CI-105706,Renata Fuentes Alvarado,login,Semana_1,21
2025-09-16 14:00:00,CI-105706,Renata Fuentes Alvarado,login,Semana_3,37
2025-09-18 08:00:00,CI-105706,Renata Fuentes Alvarado,view_feedback,Semana_3,6
2025-09-16 09:00:00,CI-105706,Renata Fuentes Alvarado,view_forum,Semana_3,16
2025-09-27 11:00:00,CI-105706,Renata Fuentes Alvarado,view_feedback,Semana_4,14
2025-09-17 17:00:00,CI-105706,Renata Fuentes Alvarado,login,Semana_3,34
2025-09-17 10:00:00,CI-105706,Renata Fuentes Alvarado,logout,Semana_3,29
2025-09-16 14:00:00,CI-105706,Renata Fuentes Alvarado,download_material,Semana_3,22
2025-09-17 08:00:00,CI-105706,Renata Fuentes Alvarado,login,Semana_3,11
2025-09-25 16:00:00,CI-105706,Renata Fuentes Alvarado,view_forum,Semana_4,6
2025-09-13 08:00:00,CI-105706,Renata Fuentes Alvarado,post_forum,Semana_2,31
2025-09-11 12:00:00,CI-105706,Renata Fuentes Alvarado,view_feedback,Semana_2,8
2025-09-15 15:00:00,CI-105706,Renata Fuentes Alvarado,submit_quiz,Semana_2,5
2025-09-24 19:00:00,CI-106023,Kevin Mora Salazar,view_feedback,Semana_4,24
2025-09-27 14:00:00,CI-106023,Kevin Mora Salazar,view_forum,Semana_4,20
2025-09-06 10:00:00,CI-106023,Kevin Mora Salazar,download_material,Semana_1,19
2025-09-17 10:00:00,CI-106023,Kevin Mora Salazar,submit_assignment,Semana_3,40
2025-09-02 16:00:00,CI-106023,Kevin Mora Salazar,submit_quiz,Semana_1,44
2025-09-13 13:00:00,CI-106023,Kevin Mora Salazar,post_forum,Semana_2,6
2025-09-03 20:00:00,CI-106023,Kevin Mora Salazar,download_material,Semana_1,18
2025-09-04 17:00:00,CI-106023,Kevin Mora Salazar,download_material,Semana_1,5
2025-09-16 19:00:00,CI-106023,Kevin Mora Salazar,view_feedback,Semana_3,16
2025-09-20 09:00:00,CI-106023,Kevin Mora Salazar,view_feedback,Semana_3,7
2025-09-14 20:00:00,CI-106023,Kevin Mora Salazar,view_forum,Semana_2,21
2025-09-08 19:00:00,CI-106023,Kevin Mora Salazar,submit_assignment,Semana_1,44
2025-09-19 10:00:00,CI-106023,Kevin Mora Salazar,logout,Semana_3,4
2025-09-14 11:00:00,CI-106023,Kevin Mora Salazar,logout,Semana_2,28
2025-09-10 11:00:00,CI-106023,Kevin Mora Salazar,login,Semana_2,6
2025-09-24 12:00:00,CI-106340,Natalia Pizarro Cano,logout,Semana_4,43
2025-09-15 10:00:00,CI-106340,Natalia Pizarro Cano,logout,Semana_2,3
2025-09-13 13:00:00,CI-106340,Natalia Pizarro Cano,submit_quiz,Semana_2,33
2025-09-14 17:00:00,CI-106340,Natalia Pizarro Cano,post_forum,Semana_2,23
